source,L_Lsun,R_Rsun,M_total_Msun,A_V,m_nuc,D_L_Gpc,DM,R_max_Rsun,validity,m_unlensed,mu_cusp,m_lensed,flux_ratio,delta_m_peak,P_inject_days,detector,threshold,recovery_fraction,binom_se,n_inj,seed,aperture_note,source_label
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,1.0,40.0,3500.0,VALID,36.38443692659803,336324.7114603809,23.567539980905813,0.014893062348233255,0.016050709369960402,18.0071,global_max,0.427687,0.0050,0.0050,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,1.0,40.0,3500.0,VALID,36.38443692659803,336324.7114603809,23.567539980905813,0.014893062348233255,0.016050709369960402,18.0071,blind_harmonic_sum,0.804701,0.0050,0.0050,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,1.0,40.0,3500.0,VALID,36.38443692659803,336324.7114603809,23.567539980905813,0.014893062348233255,0.016050709369960402,18.0071,oracle_single_freq,0.093194,0.3600,0.0339,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,2.0,41.51,3500.0,VALID,37.89443692659802,336324.7114603809,25.077539980905804,0.003706670721703656,0.004017026295584395,18.0071,global_max,0.427687,0.0100,0.0070,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,2.0,41.51,3500.0,VALID,37.89443692659802,336324.7114603809,25.077539980905804,0.003706670721703656,0.004017026295584395,18.0071,blind_harmonic_sum,0.804701,0.0150,0.0086,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,2.0,41.51,3500.0,VALID,37.89443692659802,336324.7114603809,25.077539980905804,0.003706670721703656,0.004017026295584395,18.0071,oracle_single_freq,0.093194,0.0300,0.0121,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,2.9,42.31,3500.0,VALID,38.69443692659803,336324.7114603809,25.877539980905816,0.001774124149738624,0.0019245241530606563,18.0071,global_max,0.427687,0.0150,0.0086,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,2.9,42.31,3500.0,VALID,38.69443692659803,336324.7114603809,25.877539980905816,0.001774124149738624,0.0019245241530606563,18.0071,blind_harmonic_sum,0.804701,0.0050,0.0050,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,1.0,19.0,2.9,42.31,3500.0,VALID,38.69443692659803,336324.7114603809,25.877539980905816,0.001774124149738624,0.0019245241530606563,18.0071,oracle_single_freq,0.093194,0.0100,0.0070,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,2.0,19.0,0.1,35.0,3500.0,VALID,31.384436926598024,336324.7114603809,19.56753998090581,0.5929034912331985,0.5054736603211848,18.0071,global_max,0.427687,1.0000,0.0000,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,2.0,19.0,0.1,35.0,3500.0,VALID,31.384436926598024,336324.7114603809,19.56753998090581,0.5929034912331985,0.5054736603211848,18.0071,blind_harmonic_sum,0.804701,0.8650,0.0242,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,2.0,19.0,0.1,35.0,3500.0,VALID,31.384436926598024,336324.7114603809,19.56753998090581,0.5929034912331985,0.5054736603211848,18.0071,oracle_single_freq,0.093194,1.0000,0.0000,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance,"tip-RGB, MIST v1.2 isochrone-anchored"
